日期,年度,季度,月份,日,年度季度,年度月份,星期几
2016/1/13,2016,Q1,1,13,2016Q1,201601,3
2016/1/14,2016,Q1,1,14,2016Q1,201601,4
2016/1/15,2016,Q1,1,15,2016Q1,201601,5
2016/1/16,2016,Q1,1,16,2016Q1,201601,6
2016/1/17,2016,Q1,1,17,2016Q1,201601,7
2016/1/18,2016,Q1,1,18,2016Q1,201601,1
2016/1/19,2016,Q1,1,19,2016Q1,201601,2
2016/1/20,2016,Q1,1,20,2016Q1,201601,3
2016/1/21,2016,Q1,1,21,2016Q1,201601,4
2016/1/22,2016,Q1,1,22,2016Q1,201601,5
2016/1/23,2016,Q1,1,23,2016Q1,201601,6
2016/1/24,2016,Q1,1,24,2016Q1,201601,7
2016/1/25,2016,Q1,1,25,2016Q1,201601,1
2016/1/26,2016,Q1,1,26,2016Q1,201601,2
2016/1/27,2016,Q1,1,27,2016Q1,201601,3
2016/1/28,2016,Q1,1,28,2016Q1,201601,4
2016/1/29,2016,Q1,1,29,2016Q1,201601,5
2016/1/30,2016,Q1,1,30,2016Q1,201601,6
2016/1/31,2016,Q1,1,31,2016Q1,201601,7
