id,brand,car_model,type,desc,problem,datetime,status
480926,雷克萨斯,雷克萨斯CT,2017款 CT200h 精英版 单色 国VI,雷克萨斯CT优科豪马轮胎有裂纹希望厂家处理,"F100,",2020-06-05,处理反馈
480924,北京奔驰,奔驰C级,2015款 180 L 运动型 改款,北京奔驰C180L空调制冷效果差不给保修,"H101,I297,",2020-06-05,信息审核
480923,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车内多处异响未解决,"H164,I295,I293,M315,",2020-06-05,用户评分
480922,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜发白浑浊不清,"H82,",2020-06-05,处理反馈
480919,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱C柱异响严重,"H15,",2020-06-05,用户评分
480917,东风日产,天籁,2016款 2.0L XL 舒适版,东风日产天籁变速箱无法提速影响使用,"B334,",2020-06-05,用户评分
480912,上汽通用五菱,宝骏360,2018款 1.5L 自动 精英型 国V,宝骏360经销商出售库存车要求厂家解决,"M283,",2020-06-05,用户评分
480911,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身AB柱天窗异响,"H164,H15,H89,",2020-06-05,处理反馈
480910,一汽-大众,宝来,2019款 改款 1.5L 手动 时尚型 国VI,一汽大众宝来后备箱有异响希望厂家处理,"H68,",2020-06-05,处理反馈
480908,北京汽车,威旺S50,2016款 1.5T CVT 欢动 尊贵型,北汽威旺S50变速箱故障灯亮挂挡后无法行驶,"B96,B334,",2020-06-05,信息审核
480906,一汽-大众奥迪,奥迪Q5,2016款 40 TFSI 舒适型,一汽大众奥迪Q5漏防冻液 节温器质量差,"A37,A191,",2020-06-05,信息审核
480904,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾行驶过程中未检测到钥匙,"A9,H119,",2020-06-05,处理反馈
480901,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜厂家召回升级后油耗升高动力弱,"A38,A163,A85,Q323,",2020-06-05,信息审核
480900,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾发动机高压泵异响严重,"A9,",2020-06-05,处理反馈
480893,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾缴纳定金经销商违约不出售,"L313,",2020-06-05,处理反馈
480892,星途,星途TX,2019款 TXL 1.6T 两驱 钻石版,星途TX发动机自动启停功能频繁故障,"H263,H201,",2020-06-05,信息审核
480890,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9变速箱异响顿挫 厂家无配件,"B33,B19,N318,",2020-06-05,处理反馈
480886,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身AB柱及顶棚异响,"H15,",2020-06-05,处理反馈
480885,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹右侧B柱及刹车踏板异响,"E43,H15,",2020-06-05,用户评分
480884,广汽本田,锋范经典,2012款 1.5L 自动 精英版,广汽本田锋范经典底盘与车身连接处生锈腐蚀,"H79,",2020-06-05,处理反馈
480883,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹副驾驶B柱异响,"H15,",2020-06-05,处理反馈
480881,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际转向及前桥异响流光灯功能损坏,"D59,G158,H155,H82,L314,",2020-06-05,处理反馈
480879,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响 天窗及中控异响,"H93,H15,H89,",2020-06-05,用户评分
480873,东风日产,逍客,2016款 2.0L CVT 旗舰版,东风日产逍客起步无力 变速箱顿挫,"B19,B334,",2020-06-05,用户评分
480869,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内后视镜掉落,"H211,J306,",2020-06-05,信息审核
480864,广汽丰田,凯美瑞,2012款 凯美瑞·骏瑞 2.0S 自动 耀动版,广汽丰田凯美瑞方向盘天窗异响严重,"D59,H89,",2020-06-05,处理反馈
480863,北汽昌河,昌河M70,2017款 1.5L 商务舱,北汽昌河M70经销商无配件希望尽快处理,"N318,",2020-06-05,信息审核
480858,长城汽车,长城C30,2010款 1.5 手动 舒适型,长城C30车身生锈没有配件未解决,"H79,I282,N318,",2020-06-05,处理反馈
480857,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机断网卡顿与宣传不符,"H134,M279,",2020-06-05,处理反馈
480856,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹AB柱异响 顶棚异响,"H15,",2020-06-05,处理反馈
480850,吉利汽车,缤越,2019款 260T DCT 游侠 运动款 国V,吉利缤越车机系统无法升级希望尽快处理,"L313,",2020-06-05,处理反馈
480849,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹顶棚异响 中控异响,"H93,H15,",2020-06-05,处理反馈
480848,一汽解放,柳特,柳特,一汽解放柳特离合器烧毁影响车辆正常使用,"C267,",2020-06-05,信息审核
480847,玛莎拉蒂,Levante,2016款 3.0T,玛莎拉蒂Levante分动器 减震器 发动机漏油,"A12,G25,G124,",2020-06-05,信息审核
480845,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱顿挫 厂家不回复,"B19,I294,",2020-06-05,处理反馈
480843,北京现代,现代ix25,2015款 1.6L 自动 两驱 智能型 GLS 5座,北京现代ix25行驶中发动机熄火缸体损坏,"A14,A136,",2020-06-05,信息审核
480842,南京依维柯,依维柯欧胜,2020款 2.3T 手动 运瑞 手动门 短轴 高顶 低功F1A,南京依维柯欧胜发动机故障灯亮多次维修,"A34,",2020-06-05,信息审核
480841,吉利汽车,博瑞,2015款 1.8T 舒适型,吉利博瑞电动助力系统故障导致方向盘抱死,"D57,",2020-06-05,用户评分
480839,一汽丰田,奕泽IZOA,2018款 2.0L 奕驰版 国V,一汽丰田奕泽变速箱顿挫转向异响制动异响,"B19,D59,E43,I295,",2020-06-05,信息审核
480837,上汽大众,途观L,2019款 330TSI 自动 两驱 风尚版 国VI,上汽大众途观L变速箱换挡时存在异响	,"B33,",2020-06-05,信息审核
480834,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机版本与宣传不符希望处理,"L314,",2020-06-05,处理反馈
480830,广汽丰田,雷凌,2017款 1.2T G CVT 精英版,广汽丰田雷凌后备箱生锈 减震器漏油,"G25,H79,H81,H164,H93,",2020-06-05,用户评分
480829,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机卡顿死机与宣传不符,"L314,M279,",2020-06-05,处理反馈
480828,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机卡顿操作软件与宣传不符,"H134,M279,",2020-06-05,处理反馈
480827,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越车机无法升级希望尽快解决,"L314,O348,",2020-06-05,处理反馈
480826,上汽大众,途观,2016款 280TSI 自动 丝绸之路风尚版,上汽大众途观汽车前机盖无法打开望解决,"H197,J298,",2020-06-05,信息审核
480825,吉利汽车,缤越,2019款 260T DCT 游侠 国VI 运动款,吉利缤越车机系统出现卡顿而且无法升级,"H134,L314,O348,",2020-06-05,处理反馈
480824,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内与车身多处异响,"D59,H164,H15,",2020-06-05,处理反馈
480823,吉利汽车,星越,2019款 300T 耀星者,吉利星越购车承诺赠送油卡不兑现,"L313,",2020-06-05,处理反馈
480822,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领潮版,奇瑞艾瑞泽5变速箱油管爆裂要求处理,"B22,H266,",2020-06-05,用户评分
480820,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜漆面有色差疑似喷过漆,"H201,M284,",2020-06-05,信息审核
480818,奇瑞汽车,艾瑞泽GX,2018款 1.5T CVT 型色版 国V,奇瑞艾瑞泽GX车身与车内多处生锈,"H79,",2020-06-05,处理反馈
480816,吉利汽车,博越,2018款 1.8TD 自动 两驱 智慧型 4G互联版,吉利博越行车电脑死机以及导航不准确,"H134,H21,",2020-06-05,用户评分
480815,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统虚假销售不解决,"H155,H264,I295,L313,M279,O348,",2020-06-05,处理反馈
480814,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞前车轮防尘套漏油厂家未解决,"G51,I295,",2020-06-05,处理反馈
480813,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶过程中B柱有异响,"H15,",2020-06-05,用户评分
480811,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领锐版,奇瑞艾瑞泽5车门和后备箱生锈严重,"H79,",2020-06-05,处理反馈
480810,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机卡顿版本与宣传不符,"H155,M279,Q350,",2020-06-05,处理反馈
480809,吉利汽车,远景X6,2016款 1.8L 手动 豪华型,吉利远景X6车灯内有污渍4S店不解决,"H82,",2020-06-05,处理反馈
480808,广汽本田,雅阁,2016款 2.4L CVT 智睿版,广汽本田雅阁发动机漏油希望尽快解决,"A12,",2020-06-05,处理反馈
480807,一汽吉林,森雅R9,2018款 1.2T 自动 旗舰智享型,一汽吉林森雅R9行驶过程中失去动力,"A255,H155,",2020-06-05,信息审核
480806,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹行驶中车内中控台异响,"H164,H93,I295,J298,",2020-06-05,处理反馈
480805,一汽-大众,速腾,2020款 200TSI 手动 舒适型 国VI,一汽大众速腾松离合转速高存在质量问题,"C16,",2020-06-05,处理反馈
480804,奥迪（进口）,奥迪Q7,2019款 45 TFSI S line运动型,奥迪Q7通电状态下喇叭持续发出电流声	,"H134,",2020-06-05,信息审核
480802,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动ABS和防侧滑故障灯同时亮	,"E62,H170,I295,I294,",2020-06-05,信息审核
480801,一汽-大众,高尔夫,2016款 1.4TSI 25周年纪念版,一汽大众高尔夫仪表提示变速箱挂入P挡,"B96,",2020-06-05,处理反馈
480799,吉利汽车,星越,2020款 350T 魅影骑士版AWD,吉利星越车机系统虚假宣传 卡顿严重,"H155,M279,",2020-06-05,用户评分
480798,北京现代,悦纳,2016款 1.4L 手动 炫酷版 GLS,北京现代悦纳发动机曲轴螺丝断裂,"A145,",2020-06-05,信息审核
480795,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱报故障码P17F1,"B84,",2020-06-05,处理反馈
