id,brand,car_model,desc,problem,datetime,status,type_year,type_engine,type_transmission,type_other
483397,一汽-大众,速腾,一汽大众速腾韩泰轮胎开裂存在安全隐患,"F100,",2020-06-12,处理反馈,2018,280TSI,, DSG熠动版
483396,上汽大众,朗逸,上汽大众朗逸车内异味严重4S店无法处理,"H185,I295,",2020-06-12,信息审核,2017,1.6L,自动, 风尚版
483394,一汽马自达,阿特兹,一汽马自达阿特兹A柱B柱异响厂家不回复,"H164,I294,",2020-06-12,用户评分,2020,2.0L,, 蓝天豪华版
483392,吉利汽车,缤瑞,吉利缤瑞车机版本过低要求尽快升级,"H155,",2020-06-12,用户评分,2018,14T,, CVT 缤致版
483390,一汽马自达,马自达CX-4,一汽马自达CX-4 ABC柱及后备箱异响,"H164,H68,I295,",2020-06-12,用户评分,2020,2.0L,自动, 两驱 蓝天探索版
483387,吉利汽车,嘉际,吉利嘉际导航版本低 在线升级与宣传不符,"M279,",2020-06-12,用户评分,2019,1.5TD,, MHEV DCT 尊享型
483385,吉利汽车,嘉际,吉利嘉际实车配置与宣传不符不解决问题,"I295,I294,L314,M279,",2020-06-12,处理反馈,2019,1.5TD,, MHEV DCT 尊享型
483384,奇瑞汽车,旗云1,奇瑞旗云1车身生锈严重希望得到处理,"H79,",2020-06-12,处理反馈,2010,,手动, 1.0 标准型
483383,一汽-大众奥迪,奥迪A4L,一汽大众奥迪A4L低速行驶时变速箱顿挫,"B19,H134,",2020-06-12,信息审核,2019,,, 40 TFSI 时尚型 国VI
483382,一汽马自达,阿特兹,一汽马自达阿特兹车内与车身异响,"H164,H15,",2020-06-12,处理反馈,2020,2.5L,, 蓝天运动版
483381,东风乘用车,风神AX3,东风风神AX3副驾车门再次生锈厂家不保修,"H79,I295,I297,N316,",2020-06-12,处理反馈,2016,1.5L,手动, 致酷型
483379,东南汽车,东南DX7,东南DX7电子驻车系统故障希望尽快处理,"H170,",2020-06-12,处理反馈,2015,1.5T,自动,  尊贵型
483378,上汽大众,途观,上汽大众途观变速箱出现严重漏油的现象,"B22,",2020-06-12,信息审核,2016,280TSI,自动, 两驱 丝绸之路舒适版
483375,东风本田,艾力绅,东风本田艾力绅发动机熄火 空调不制冷,"A14,H101,J301,",2020-06-12,处理反馈,2016,2.4L,, 豪华版
483374,东风标致,标致308S,东风标致308S油箱故障导致加满油后抖动,"H271,",2020-06-12,处理反馈,2015,1.2T,自动, 劲驰版
483372,长安汽车,尼欧Ⅱ,长安尼欧Ⅱ动力电池断电存在安全隐患,"H343,",2020-06-12,厂家受理,2019,,, 灵动型
483368,江铃汽车,驭胜S350,江铃驭胜S350车身漆面生锈4S店不给处理,"H79,I295,I297,",2020-06-12,厂家受理,2014,,自动, 2.4T 四驱 柴油 豪华天窗版 7座
483366,一汽马自达,阿特兹,一汽马自达阿特兹两侧B柱和手套箱有异响,"H164,H15,",2020-06-12,处理反馈,2020,2.5L,, 蓝天尊崇版
483365,一汽丰田,RAV4荣放,一汽丰田RAV4荣放漆面鼓包中控台异响,"H81,H93,I295,I281,L314,",2020-06-12,信息审核,2020,2.0L,, CVT 四驱 尊贵版
483361,上汽大众,朗逸,上汽大众朗逸四条韩泰轮胎有裂纹,"F100,",2020-06-12,信息审核,2017,1.6L,手动, 舒适版
483358,奇瑞汽车,捷途X70,捷途X70中控屏无法显示 倒车雷达失灵,"H134,H289,",2020-06-12,处理反馈,2020,1.5T,, DCT 悦行版 5座
483357,一汽马自达,阿特兹,一汽马自达阿特兹车身B柱和顶棚异响,"H164,H15,",2020-06-12,处理反馈,2020,2.0L,, 蓝天豪华版
483356,一汽-大众,迈腾,大众迈腾变速箱异响顿挫 车门及天窗异响,"B33,B19,H72,H93,H89,",2020-06-12,处理反馈,2018,330TSI,, DSG 豪华型 改款
483355,东风标致,标致408,东风标致408召回皮带后烧机油厂家未回复,"A63,I294,",2020-06-12,厂家受理,2015,1.2T,自动, 豪华版
483354,吉利汽车,嘉际,吉利嘉际存在严重安全隐患要求厂家解决,"A160,H72,H155,H64,I295,",2020-06-12,处理反馈,2019,1.5TD,, MHEV DCT 尊享型
483351,一汽-大众奥迪,奥迪A4L,奥迪A4L变速箱顿挫 油耗高 厂家未回复,"A85,B19,I294,",2020-06-12,信息审核,2018,2.0T,, 时尚型 30周年年型
483348,北京奔驰,奔驰C级,北京奔驰C级空调无法制冷 蒸发箱支架断裂,"H101,H168,",2020-06-12,信息审核,2015,,, 200 L 改款
483347,一汽马自达,阿特兹,一汽马自达阿特兹车身异响 中控台异响,"H93,H15,",2020-06-12,处理反馈,2020,2.5L,, 蓝天尊崇版
483344,一汽-大众奥迪,奥迪A6L,一汽大众奥迪A6L发动机机油加注口渗油,"A12,B22,",2020-06-12,信息审核,2019,,, 45 TFSI 臻选动感型
483343,吉利汽车,博越,吉利博越3D音效消失升级后Carplay功能消失,"H134,O348,",2020-06-12,处理反馈,2018,1.8TD,自动, 两驱 智尊型 4G互联版
483341,众泰汽车,众泰Z500,众泰Z500质保期内出现的质量问题不予索赔,"I297,",2020-06-12,处理反馈,2015,1.5T,手动, 尊贵型
483340,领克汽车,领克01,领克01前轴承存在缺陷要求免费更换,"G125,",2020-06-12,处理反馈,2017,2.0T,自动, 两驱 型
483337,一汽马自达,马自达CX-4,一汽马自达CX-4车身异响 制动时抖动,"E111,H15,",2020-06-12,处理反馈,2018,2.0L,自动, 两驱 蓝天活力版 国VI
483335,江淮汽车,帅铃,江淮帅铃高速行驶时发动机熄火厂家不保修,"A14,I297,",2020-06-12,处理反馈,,,, 帅铃
483334,众泰汽车,众泰T500,众泰T500车载互联功能无法使用希望处理,"H155,",2020-06-12,处理反馈,2018,1.5T,自动, 智能互联尊贵型 5座
483333,一汽马自达,阿特兹,一汽马自达阿特兹中控台B柱天窗有异响,"H93,H15,H89,",2020-06-12,处理反馈,2020,2.5L,, 蓝天运动版
483331,一汽-大众,速腾,一汽大众速腾车内异味 转向和胎压监测报警,"H185,H170,H203,",2020-06-12,用户评分,2015,1.6L,自动,  舒适型
483329,一汽-大众,C-TREK蔚领,一汽大众蔚领车顶出现严重漏水的现象,"H109,H90,",2020-06-12,处理反馈,2017,1.6L,自动, 舒适型
483328,上汽通用五菱,五菱荣光V,上汽通用五菱荣光V刹车分泵异响,"E43,",2020-06-12,处理反馈,2018,1.5L,, 实用型
483327,东风日产,天籁,东风日产天籁主驾驶座椅加热效果差座椅晃动,"H169,",2020-06-12,处理反馈,2019,2.0L,, XL Upper 智行版
483326,一汽马自达,阿特兹,一汽马自达阿特兹车身异响维修后无法解决,"H15,",2020-06-12,处理反馈,2020,2.5L,, 蓝天运动版
483325,广汽本田,飞度,广汽本田飞度冷车启动发动机异响有打齿声,"A9,",2020-06-12,处理反馈,2014,1.5L,, CVT SE时尚型
483323,一汽马自达,阿特兹,一汽马自达阿特兹车身异响装饰条开胶,"H15,H179,",2020-06-12,处理反馈,2020,2.0L,, 蓝天豪华版
483321,一汽马自达,马自达CX-4,一汽马自达CX-4车身 天窗 方向盘异响,"D59,H15,H89,",2020-06-12,用户评分,2020,2.0L,自动, 两驱 蓝天领先版
483319,东风雪铁龙,世嘉,东风雪铁龙世嘉变速箱电磁阀故障,"B96,B115,",2020-06-12,处理反馈,2012,,自动, 1.6 品尚型 三厢
483318,广汽丰田,凯美瑞,广汽丰田凯美瑞转向异响经销商说正常,"D59,I292,",2020-06-12,处理反馈,2019,,, 2.5G 豪华版 国VI
483317,华晨宝马,宝马3系,华晨宝马3系发动机异响希望厂家处理问题,"A9,",2020-06-12,处理反馈,2018,,, 320Li 时尚型
483315,一汽-大众,高尔夫,一汽大众高尔夫变速箱异响顿挫严重,"B33,B19,",2020-06-12,处理反馈,2020,280TSI,, DSG 舒适型
483314,长安汽车,长安CS55 PLUS,长安CS55 PLUS起步3100转不换挡,"B20,",2020-06-12,处理反馈,2020,1.5T,自动, 炫色型
483312,广汽本田,飞度,广汽本田飞度行驶过程中顿挫严重,"B19,",2020-06-12,处理反馈,2018,1.5L,, CVT 舒适版
483311,吉利汽车,帝豪GS,吉利帝豪GS车身稳定系统故障4S店不解决,"A255,E74,I295,I297,J298,",2020-06-12,处理反馈,2016,,自动, 1.3T 领尚型 运动版
483308,一汽马自达,阿特兹,一汽马自达阿特兹车内异响厂家未解决,"H164,I295,",2020-06-12,处理反馈,2020,2.5L,, 蓝天尊崇版
483306,广汽本田,雅阁,广汽本田雅阁空调泵异响4S店不给解决,"H101,I295,J298,",2020-06-12,处理反馈,2018,,, 260TURBO 精英版 国VI
483305,长安凯程,神骐F30,长安神骐F30行驶中跑偏晃动厂家不处理,"G117,G204,G225,",2020-06-12,信息审核,2018,1.5L,, 精英版 短轴 DAM15L
483303,一汽马自达,阿特兹,一汽马自达阿特兹车内多处异响厂家不解决,"H164,H93,I295,",2020-06-12,处理反馈,2020,2.5L,, 蓝天尊崇版
483301,上汽大众,朗逸,上汽大众朗逸韩泰轮胎严重龟裂4S店不解决,"F100,I295,",2020-06-12,信息审核,2017,1.6L,自动, 舒适版
483300,一汽马自达,阿特兹,一汽马自达阿特兹车内多处异响厂家未解决,"H164,I295,J298,",2020-06-12,处理反馈,2020,2.5L,, 蓝天运动版
483299,长城汽车,哈弗F5,长城哈弗F5变速箱顿挫车机死机4S店不解决,"B19,H21,I295,O348,",2020-06-12,处理反馈,2018,1.5T,, i范版
483298,吉利汽车,帝豪GL,吉利帝豪GL变速箱抖动4S店多次维修未解决,"B95,B334,B115,C87,I295,J298,O348,",2020-06-12,用户评分,2018,1.8L,自动, 精英智联型
483295,上汽大众,朗逸,上汽大众朗逸颠簸路面行驶左前方异响,"D59,I295,",2020-06-12,信息审核,2017,1.6L,自动, 舒适版
483293,东风悦达起亚,凯绅,东风悦达起亚凯绅4S店强制购买保险,"K325,",2020-06-12,厂家受理,2017,1.8L,, GLS
483291,长安马自达,马自达3 昂克赛拉,长安马自达昂克赛拉中控屏内部有起泡的现象,"H134,",2020-06-12,厂家受理,2016,1.5L,自动, 豪华型 三厢
483290,众泰汽车,大迈X5,众泰大迈X5发动机故障 安全气囊故障,"A24,A34,H103,",2020-06-12,厂家受理,2017,1.5T,手动, 尊享型 白金版
483289,北京现代,领动,北京现代领动转向时有异响要求厂家处理,"D59,",2020-06-12,信息审核,2016,1.6L,自动, 智炫·精英型
483287,广汽丰田,汉兰达,广汽丰田汉兰达升级的多媒体系统与宣传不符,"M279,",2020-06-12,处理反馈,2018,2.0T,, 四驱 骑士版 7座 国VI
483284,上汽集团,名爵6,上汽名爵6电瓶亏电导致发动机无法启动,"H146,",2020-06-12,用户评分,2019,20T,自动, Trophy 竞技版+BOSE音响豪华套装
483283,广汽本田,飞度,广汽本田飞度行驶过程中发动机抖动熄火,"A24,A14,",2020-06-12,处理反馈,2018,1.5L,, CVT 舒适版
483282,长安马自达,马自达3 昂克赛拉,长安马自达昂克赛拉电瓶故障导致启动困难	,"H146,",2020-06-12,厂家受理,2020,1.5L,自动, 质美版
483277,上汽集团,名爵HS,上汽名爵HS经销商出售库存车要求处理,"M283,",2020-06-12,处理反馈,2019,20T,手动, 两驱 豪华版 国VI
483276,广汽本田,飞度,广汽本田飞度冷车启动发动机有异响,"A9,",2020-06-12,处理反馈,2016,1.5L,, LX CVT 舒适型
483274,吉利汽车,星越,吉利星越车机系统卡顿与厂家宣传不符,"H134,M279,",2020-06-11,处理反馈,2019,350T,, 耀星者
483271,领克汽车,领克03,领克03经销商承诺的置换补贴不予兑现,"L313,",2020-06-11,处理反馈,2018,1.5TD,, DCT 劲Pro版 国V
483270,一汽马自达,马自达CX-4,一汽马自达CX-4 车身左右AB柱异响,"H15,",2020-06-11,处理反馈,2020,2.0L,自动, 两驱 蓝天活力版
