id,brand,car_model,type,desc,problem,datetime,status
483385,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际实车配置与宣传不符不解决问题,"I295,I294,L314,M279,",2020-06-12,处理反馈
483384,奇瑞汽车,旗云1,2010款 1.0 手动 标准型,奇瑞旗云1车身生锈严重希望得到处理,"H79,",2020-06-12,处理反馈
483383,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L低速行驶时变速箱顿挫,"B19,H134,",2020-06-12,信息审核
483382,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内与车身异响,"H164,H15,",2020-06-12,处理反馈
483381,东风乘用车,风神AX3,2016款 1.5L 手动 致酷型,东风风神AX3副驾车门再次生锈厂家不保修,"H79,I295,I297,N316,",2020-06-12,处理反馈
483379,东南汽车,东南DX7,2015款 1.5T  自动 尊贵型,东南DX7电子驻车系统故障希望尽快处理,"H170,",2020-06-12,处理反馈
483378,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路舒适版,上汽大众途观变速箱出现严重漏油的现象,"B22,",2020-06-12,信息审核
483375,东风本田,艾力绅,2016款 2.4L 豪华版,东风本田艾力绅发动机熄火 空调不制冷,"A14,H101,J301,",2020-06-12,处理反馈
483374,东风标致,标致308S,2015款 1.2T 自动 劲驰版,东风标致308S油箱故障导致加满油后抖动,"H271,",2020-06-12,处理反馈
483372,长安汽车,尼欧Ⅱ,2019款 灵动型,长安尼欧Ⅱ动力电池断电存在安全隐患,"H343,",2020-06-12,厂家受理
483368,江铃汽车,驭胜S350,2014款 2.4T 自动 四驱 柴油 豪华天窗版 7座,江铃驭胜S350车身漆面生锈4S店不给处理,"H79,I295,I297,",2020-06-12,厂家受理
483366,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹两侧B柱和手套箱有异响,"H164,H15,",2020-06-12,处理反馈
483365,一汽丰田,RAV4荣放,2020款 2.0L CVT 四驱 尊贵版,一汽丰田RAV4荣放漆面鼓包中控台异响,"H81,H93,I295,I281,L314,",2020-06-12,信息审核
483361,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸四条韩泰轮胎有裂纹,"F100,",2020-06-12,信息审核
483358,奇瑞汽车,捷途X70,2020款 1.5T DCT 悦行版 5座,捷途X70中控屏无法显示 倒车雷达失灵,"H134,H289,",2020-06-12,处理反馈
483357,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹车身B柱和顶棚异响,"H164,H15,",2020-06-12,处理反馈
483356,一汽-大众,迈腾,2018款 330TSI DSG 豪华型 改款,大众迈腾变速箱异响顿挫 车门及天窗异响,"B33,B19,H72,H93,H89,",2020-06-12,处理反馈
483355,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408召回皮带后烧机油厂家未回复,"A63,I294,",2020-06-12,厂家受理
483354,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际存在严重安全隐患要求厂家解决,"A160,H72,H155,H64,I295,",2020-06-12,处理反馈
483351,一汽-大众奥迪,奥迪A4L,2018款 2.0T 时尚型 30周年年型,奥迪A4L变速箱顿挫 油耗高 厂家未回复,"A85,B19,I294,",2020-06-12,信息审核
483348,北京奔驰,奔驰C级,2015款 200 L 改款,北京奔驰C级空调无法制冷 蒸发箱支架断裂,"H101,H168,",2020-06-12,信息审核
483347,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响 中控台异响,"H93,H15,",2020-06-12,处理反馈
483344,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L发动机机油加注口渗油,"A12,B22,",2020-06-12,信息审核
483343,吉利汽车,博越,2018款 1.8TD 自动 两驱 智尊型 4G互联版,吉利博越3D音效消失升级后Carplay功能消失,"H134,O348,",2020-06-12,处理反馈
483341,众泰汽车,众泰Z500,2015款 1.5T 手动 尊贵型,众泰Z500质保期内出现的质量问题不予索赔,"I297,",2020-06-12,处理反馈
483340,领克汽车,领克01,2017款 2.0T 自动 两驱 型,领克01前轴承存在缺陷要求免费更换,"G125,",2020-06-12,处理反馈
483337,一汽马自达,马自达CX-4,2018款 2.0L 自动 两驱 蓝天活力版 国VI,一汽马自达CX-4车身异响 制动时抖动,"E111,H15,",2020-06-12,处理反馈
483335,江淮汽车,帅铃,帅铃,江淮帅铃高速行驶时发动机熄火厂家不保修,"A14,I297,",2020-06-12,处理反馈
483334,众泰汽车,众泰T500,2018款 1.5T 自动 智能互联尊贵型 5座,众泰T500车载互联功能无法使用希望处理,"H155,",2020-06-12,处理反馈
483333,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台B柱天窗有异响,"H93,H15,H89,",2020-06-12,处理反馈
483331,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾车内异味 转向和胎压监测报警,"H185,H170,H203,",2020-06-12,用户评分
483329,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众蔚领车顶出现严重漏水的现象,"H109,H90,",2020-06-12,处理反馈
483328,上汽通用五菱,五菱荣光V,2018款 1.5L 实用型,上汽通用五菱荣光V刹车分泵异响,"E43,",2020-06-12,处理反馈
483327,东风日产,天籁,2019款 2.0L XL Upper 智行版,东风日产天籁主驾驶座椅加热效果差座椅晃动,"H169,",2020-06-12,处理反馈
483326,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身异响维修后无法解决,"H15,",2020-06-12,处理反馈
483325,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷车启动发动机异响有打齿声,"A9,",2020-06-12,处理反馈
483323,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹车身异响装饰条开胶,"H15,H179,",2020-06-12,处理反馈
483321,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天领先版,一汽马自达CX-4车身 天窗 方向盘异响,"D59,H15,H89,",2020-06-12,用户评分
483319,东风雪铁龙,世嘉,2012款 1.6 自动 品尚型 三厢,东风雪铁龙世嘉变速箱电磁阀故障,"B96,B115,",2020-06-12,处理反馈
483318,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国VI,广汽丰田凯美瑞转向异响经销商说正常,"D59,I292,",2020-06-12,处理反馈
483317,华晨宝马,宝马3系,2018款 320Li 时尚型,华晨宝马3系发动机异响希望厂家处理问题,"A9,",2020-06-12,处理反馈
483315,一汽-大众,高尔夫,2020款 280TSI DSG 舒适型,一汽大众高尔夫变速箱异响顿挫严重,"B33,B19,",2020-06-12,处理反馈
483314,长安汽车,长安CS55 PLUS,2020款 1.5T 自动 炫色型,长安CS55 PLUS起步3100转不换挡,"B20,",2020-06-12,处理反馈
483312,广汽本田,飞度,2018款 1.5L CVT 舒适版,广汽本田飞度行驶过程中顿挫严重,"B19,",2020-06-12,处理反馈
483311,吉利汽车,帝豪GS,2016款 1.3T 自动 领尚型 运动版,吉利帝豪GS车身稳定系统故障4S店不解决,"A255,E74,I295,I297,J298,",2020-06-12,处理反馈
483308,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内异响厂家未解决,"H164,I295,",2020-06-12,处理反馈
483306,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁空调泵异响4S店不给解决,"H101,I295,J298,",2020-06-12,处理反馈
483305,长安凯程,神骐F30,2018款 1.5L 精英版 短轴 DAM15L,长安神骐F30行驶中跑偏晃动厂家不处理,"G117,G204,G225,",2020-06-12,信息审核
483303,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内多处异响厂家不解决,"H164,H93,I295,",2020-06-12,处理反馈
483301,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎严重龟裂4S店不解决,"F100,I295,",2020-06-12,信息审核
483300,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内多处异响厂家未解决,"H164,I295,J298,",2020-06-12,处理反馈
483299,长城汽车,哈弗F5,2018款 1.5T i范版,长城哈弗F5变速箱顿挫车机死机4S店不解决,"B19,H21,I295,O348,",2020-06-12,处理反馈
483298,吉利汽车,帝豪GL,2018款 1.8L 自动 精英智联型,吉利帝豪GL变速箱抖动4S店多次维修未解决,"B95,B334,B115,C87,I295,J298,O348,",2020-06-12,用户评分
483295,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸颠簸路面行驶左前方异响,"D59,I295,",2020-06-12,信息审核
483293,东风悦达起亚,凯绅,2017款 1.8L GLS,东风悦达起亚凯绅4S店强制购买保险,"K325,",2020-06-12,厂家受理
483291,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏内部有起泡的现象,"H134,",2020-06-12,厂家受理
483290,众泰汽车,大迈X5,2017款 1.5T 手动 尊享型 白金版,众泰大迈X5发动机故障 安全气囊故障,"A24,A34,H103,",2020-06-12,厂家受理
483289,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动转向时有异响要求厂家处理,"D59,",2020-06-12,信息审核
483287,广汽丰田,汉兰达,2018款 2.0T 四驱 骑士版 7座 国VI,广汽丰田汉兰达升级的多媒体系统与宣传不符,"M279,",2020-06-12,处理反馈
483284,上汽集团,名爵6,2019款 20T 自动 Trophy 竞技版+BOSE音响豪华套装,上汽名爵6电瓶亏电导致发动机无法启动,"H146,",2020-06-12,用户评分
483283,广汽本田,飞度,2018款 1.5L CVT 舒适版,广汽本田飞度行驶过程中发动机抖动熄火,"A24,A14,",2020-06-12,处理反馈
483282,长安马自达,马自达3 昂克赛拉,2020款 1.5L 自动 质美版,长安马自达昂克赛拉电瓶故障导致启动困难	,"H146,",2020-06-12,厂家受理
483277,上汽集团,名爵HS,2019款 20T 手动 两驱 豪华版 国VI,上汽名爵HS经销商出售库存车要求处理,"M283,",2020-06-12,处理反馈
483276,广汽本田,飞度,2016款 1.5L LX CVT 舒适型,广汽本田飞度冷车启动发动机有异响,"A9,",2020-06-12,处理反馈
483274,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿与厂家宣传不符,"H134,M279,",2020-06-11,处理反馈
483271,领克汽车,领克03,2018款 1.5TD DCT 劲Pro版 国V,领克03经销商承诺的置换补贴不予兑现,"L313,",2020-06-11,处理反馈
483270,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4 车身左右AB柱异响,"H15,",2020-06-11,处理反馈
